episode_id,profile_id,profile_url,company_name,company_name_clean,title_raw,title_normalized,start_year,start_month,end_year,end_month,duration_months,duration_months_to_scrape_date,is_censored,scrape_date,imputed_start_month,imputed_end_month,imputed_duration,episode_start_era,company_size_tier,industry_sector,industry_normalized,profile_region,contributor_episode_count,size_tier_usable,qa_flags,exclusion_reason
3fe161fb-8f78-4f7e-a609-24bd76c033af,d8a9c6630634,https://www.linkedin.com/in/mfisk,Meta,meta,Deputy CISO and Head of Security Engineering and Threat Protection for Financial Services,,2022,3,2023.0,6.0,15.0,50,False,2026-05-17,False,False,False,Post-COVID,10000+,Consumer,,,0,False,,Excluded_Deputy
d633389c-40a3-4b27-a96d-36d1dde30fe4,d8a9c6630634,https://www.linkedin.com/in/mfisk,Capital One,capital one,Cyber CTO and Deputy CISO,,2018,12,2022.0,3.0,39.0,89,False,2026-05-17,False,False,False,Pre-COVID,10000+,Consumer,,,0,False,,Excluded_Deputy
2b469981-56bc-4701-b067-bc5261212d4a,2c9b990b3e51,https://www.linkedin.com/in/jacobdepriest,GitHub,github,"VP, Security Operations",,2021,6,2022.0,9.0,15.0,59,False,2026-05-17,False,False,False,COVID,501-1000,Data / Analytics,,,0,False,,VP_below_CISO_at_same_company
f806dfef-43f5-403c-8c93-f646ac80aaaa,52f32cd5756e,https://www.linkedin.com/in/duncan-godfrey,Auth0,auth0,Interim CISO,,2020,10,2021.0,4.0,6.0,67,False,2026-05-17,False,False,False,COVID,501-1000,Enterprise SaaS,,,0,False,,Excluded_Interim
520b930a-ae1b-4e90-ad07-ab9970588c04,6754cb29651a,https://www.linkedin.com/in/alexdlevy,Goldman Sachs,goldman sachs,Vice President - Critical Infrastructure & Security Engineering,,2008,3,2009.0,11.0,20.0,218,False,2026-05-17,False,False,False,Pre-COVID,10000+,Finance / Financial Services,,,0,False,,VP_below_CISO_at_same_company
8ba7e97f-6aad-4977-8151-d518e9da6828,5eedec2ae350,https://www.linkedin.com/in/kirk-fjeldheim-5960741,SugarCRM,sugarcrm,CIO,,2018,4,2019.0,10.0,18.0,97,False,2026-05-17,False,False,False,Pre-COVID,251-500,Healthcare,,,0,False,,Excluded_Other
fc9e85e4-031f-465b-ae23-820cffa8217e,5eedec2ae350,https://www.linkedin.com/in/kirk-fjeldheim-5960741,Xsigo Systems,xsigo systems,"CIO, VP of IT",,2011,2,2012.0,1.0,11.0,183,False,2026-05-17,False,False,False,Pre-COVID,251-500,Healthcare,,,0,False,,Excluded_Other
9aefa5b3-9da2-46d5-b3da-3ea5cb5658de,5eedec2ae350,https://www.linkedin.com/in/kirk-fjeldheim-5960741,Cassatt,cassatt,VP of IT and CIO,,2006,3,2008.0,11.0,32.0,242,False,2026-05-17,False,False,False,Pre-COVID,251-500,Healthcare,,,0,False,,Excluded_Other
155cf6b7-825c-47c0-91df-dd75685dca78,5eedec2ae350,https://www.linkedin.com/in/kirk-fjeldheim-5960741,State of California,state of california,Advisor to CIO for State of California,,2006,3,2008.0,3.0,24.0,242,False,2026-05-17,False,False,False,Pre-COVID,251-500,Healthcare,,,0,False,,Excluded_Other
7185fa4d-9320-4e01-9993-60b160bbc985,5eedec2ae350,https://www.linkedin.com/in/kirk-fjeldheim-5960741,TheSupply,thesupply,"CTO, VP of IT",,2000,1,2001.0,8.0,19.0,316,False,2026-05-17,False,False,False,Pre-COVID,251-500,Healthcare,,,0,False,,Excluded_Other
0073d01d-cc65-4ab1-af0e-901d4477450a,4425717db8fe,https://www.linkedin.com/in/vasukohli,Hitachi Data Systems,hitachi data systems,"Senior Program Architect and Management Consultant, Office of the CIO",,2012,6,2013.0,6.0,12.0,167,False,2026-05-17,True,True,False,Pre-COVID,501-1000,Enterprise SaaS,,,0,False,,Excluded_Other
40ad1d99-bf80-478f-97f2-f51f982b0001,b41299f483fa,https://www.linkedin.com/in/johnbnewman,MGM Resorts International,mgm resorts international,Chief Technology Officer (CTO),,2024,3,,,,26,True,2026-05-17,False,False,False,Post-COVID,10000+,Restaurant / Hospitality,,,0,True,,Excluded_Other
2a90ae70-5008-45f1-98f5-1f697ae6363b,33275bb8131f,https://www.linkedin.com/in/peter-chestna-665427,Veracode,veracode,Field CTO/Director of Developer Engagement,,2016,3,2019.0,3.0,36.0,122,False,2026-05-17,False,False,False,Pre-COVID,501-1000,Cloud Security,,,0,False,,Excluded_Other
805ccc5e-fda8-4261-987b-783b2cb7f0f0,c8190decf6c7,https://www.linkedin.com/in/ziv-maor,Pfizer,pfizer,Deputy CISO,,2024,9,2025.0,11.0,14.0,20,False,2026-05-17,False,False,False,Post-COVID,10000+,Pharma,,,0,True,,Excluded_Deputy
395716bc-bb83-4a6b-89e2-6dec3d215501,5475be3a2df7,https://www.linkedin.com/in/larrytrittschuh,GE,ge,"Executive Director, Information Security Operations / Deputy CISO",,2006,8,2014.0,7.0,95.0,237,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Finance / Financial Services,,,0,False,,Excluded_Deputy
6f8a35e4-9a8c-4046-b88a-974b5e75b19d,36ec5225e1ee,https://www.linkedin.com/in/pete-naumovski-7142a62,Blue Cross Blue Shield Association,blue cross blue shield association,Interim Chief Information Officer,,2019,3,2019.0,10.0,7.0,86,False,2026-05-17,False,False,False,Pre-COVID,10000+,Pharma,,,0,False,,Excluded_Interim
d4edb6f6-0db1-496a-b7b2-b9c3d86ced17,36ec5225e1ee,https://www.linkedin.com/in/pete-naumovski-7142a62,SUPERVALU,supervalu,Interim CISO (Independent Consultant),,2014,10,2015.0,3.0,5.0,139,False,2026-05-17,False,False,False,Pre-COVID,10000+,Pharma,,,0,False,,Excluded_Interim
5b663a44-c2c2-4625-9d71-aca7e7363f51,95490fe49615,https://www.linkedin.com/in/coryscottlinkedin,Securify,securify,Lead Security Consultant and Acting Chief Security Officer,,2000,6,2002.0,1.0,19.0,311,False,2026-05-17,True,False,False,Pre-COVID,1001-5000,Enterprise SaaS,,,0,False,,Excluded_Interim
fc34a46d-b2e2-410a-a4d9-45a038d00086,fb7d7c1877d1,https://www.linkedin.com/in/paulfarrall,Skytap,skytap,Vice President of Operations & Information Security,,2015,3,2017.0,12.0,33.0,134,False,2026-05-17,False,False,False,Pre-COVID,101-250,Enterprise SaaS,,,0,False,,VP_below_CISO_at_same_company
21ee1ae1-a6ac-49b2-a557-8e86381e78d8,f4800f94b0f5,https://www.linkedin.com/in/davedyk,Betterment,betterment,VP Risk and Information Security,,2021,3,,,,62,True,2026-05-17,False,False,False,COVID,101-250,FinTech,,,0,False,,VP_below_CISO_at_same_company
c61a8b2c-df45-4d87-bb17-8ee6c13dbe78,804f19add281,https://www.linkedin.com/in/bradbell,HMG Strategy,hmg strategy,Silicon Valley CIO Summit Advisory Board,,2016,1,,,,124,True,2026-05-17,False,False,False,Pre-COVID,1001-5000,Cloud Security,,,0,False,,Excluded_Other
603caf1e-d98d-4fb3-a884-95c25a24cf9c,cb74a77bf94a,https://www.linkedin.com/in/perullo,Silicon Valley Bank,silicon valley bank,Interim CISO,,2023,1,2023.0,7.0,6.0,40,False,2026-05-17,False,False,False,Post-COVID,1001-5000,Finance / Financial Services,,,0,False,,Excluded_Interim
291cc3fa-21ed-4c1c-b2d5-38c7880b7c98,52e3eeae9d1d,https://www.linkedin.com/in/adamjodonnell,Stripe,stripe,Deputy CISO,,2022,3,,,,50,True,2026-05-17,False,False,False,Post-COVID,1001-5000,FinTech,,,0,False,,Excluded_Deputy
407031cd-33ea-42b0-bd27-95caa81dd8c0,52e3eeae9d1d,https://www.linkedin.com/in/adamjodonnell,Stripe,stripe,Interim CISO,,2021,6,2022.0,3.0,9.0,59,False,2026-05-17,False,False,False,COVID,1001-5000,FinTech,,,0,False,,Excluded_Interim
6ddb665d-54a9-46af-af09-e021dedba781,7a60f5b4e7c5,https://www.linkedin.com/in/ajaquith,Scotiabank,scotiabank,Interim Global CISO,,2025,3,2025.0,10.0,7.0,14,False,2026-05-17,False,False,False,Post-COVID,10000+,Finance / Financial Services,,,0,True,,Excluded_Interim
f8acd3df-711b-4ce3-b3a0-f7745968a35a,e27d68a7dc91,https://www.linkedin.com/in/ryan-r-cummings,Madigan Army Medical Center,madigan army medical center,Deputy-CIO and CTO,,2015,3,2017.0,8.0,29.0,134,False,2026-05-17,False,False,False,Pre-COVID,101-250,Enterprise SaaS,,,0,False,,Excluded_Other
718318f0-4025-43c9-9ef8-142b4520209b,6b741b8382ff,https://www.linkedin.com/in/jacquaro,GE,ge,"SVP, Cyber Security and Deputy CISO",,2017,12,2020.0,7.0,31.0,101,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Cloud Security,,,0,False,,Excluded_Deputy
c7f8ea5c-37e4-4b60-851c-600282cad62e,6b741b8382ff,https://www.linkedin.com/in/jacquaro,GE,ge,SVP of Network (interim leader),,2019,3,2019.0,8.0,5.0,86,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Cloud Security,,,0,False,,Excluded_Interim
ff03fc58-19f9-4e6c-bff1-cf2fbbe80f55,66423c8917ae,https://www.linkedin.com/in/scgentry,VMware,vmware,"Director, Cloud Security / Interim CISO (Mozy)",,2010,2,2012.0,3.0,25.0,195,False,2026-05-17,False,False,False,Pre-COVID,251-500,Enterprise SaaS,,,0,False,,Excluded_Interim
30ca87d4-d1e5-4fdc-9dce-2ab1ff13832f,f579f30b67f0,https://www.linkedin.com/in/justinian-fortenberry,Etsy,etsy,Co - Chief Technology Officer (Interim),,2024,12,2025.0,5.0,5.0,17,False,2026-05-17,False,False,False,Post-COVID,5001-10000,Consumer,,,0,True,,Excluded_Interim
48a962ed-f4a1-42dd-958c-dee3ac6593c7,5f6f4a23d2c6,https://www.linkedin.com/in/prabhath-karanth-72657130,Greenlight,greenlight,"SVP, Chief Security and Trust Officer",,2024,2,2025.0,2.0,12.0,27,False,2026-05-17,False,False,False,Post-COVID,501-1000,FinTech,,,0,True,,VP_below_CISO_at_same_company
b5cfa28a-0521-47ca-9d69-1b92ecd99ffd,87d4510c927a,https://www.linkedin.com/in/jake-martens,Agilent Technologies,agilent,Director & Acting Chief Information Security Officer (CISO) ,,2008,6,2013.0,6.0,60.0,215,False,2026-05-17,True,True,False,Pre-COVID,1001-5000,Industrial / Manufacturing,,,0,False,,Excluded_Interim
568fd31b-9311-42a3-b41e-442ae4585724,cb1b19fb34af,https://www.linkedin.com/in/daveruedger,Datalode,datalode,CTO,,1997,11,2011.0,9.0,166.0,342,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Energy,,,0,False,,Excluded_Other
6775e15e-fa36-419d-9456-4d24ca85c10c,f91a39817cc9,https://www.linkedin.com/in/adambfletcher,Blackstone,blackstone,Senior Vice President & Deputy CISO,,2014,6,2016.0,12.0,30.0,143,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Finance / Financial Services,,,0,False,,Excluded_Deputy
55714d68-aed1-46a4-936f-308017a4f212,b025c9fae71c,https://www.linkedin.com/in/korioliver,Palantir Technologies,palantir,CIO,,2019,6,2022.0,2.0,32.0,83,False,2026-05-17,False,False,False,Pre-COVID,,,,,0,False,,Excluded_Other
01632a86-1bcc-49d7-bd4c-ac87cb188bf0,9d7cdcabeac1,https://www.linkedin.com/in/mike-swyt-9537031,Change Healthcare,change healthcare,"VP, Information Security Risk Management",,2014,11,2019.0,12.0,61.0,138,False,2026-05-17,False,False,False,Pre-COVID,10000+,HealthTech,,,0,False,,VP_below_CISO_at_same_company
fdadecd4-4b44-4768-b2bd-19548385de24,8fb872f77519,https://www.linkedin.com/in/philipccox,Coupa Software,coupa software,"VP, Security & Compliance",,2015,7,2022.0,3.0,80.0,130,False,2026-05-17,False,False,False,Pre-COVID,501-1000,Enterprise SaaS,,,0,False,,VP_below_CISO_at_same_company
08c3eb9d-1b16-40ec-bea8-fed38dcbf0c1,0cc315ddc270,https://www.linkedin.com/in/chris-j-hyde,Demyst,demyst,"Vice President, Information Security and Compliance",,2021,4,2021.0,12.0,8.0,61,False,2026-05-17,False,False,False,COVID,,,,,0,False,,VP_below_CISO_at_same_company
e4dad8cb-1984-4e00-9b77-7794259b84ca,9aa96465f920,https://www.linkedin.com/in/hassnain,Access Community Health Network,access community health network,Interim Chief Information Security Officer (Consultant),,2017,6,2017.0,6.0,6.0,107,False,2026-05-17,True,True,True,Pre-COVID,1001-5000,HealthTech,,,0,False,,Excluded_Interim
c1b6fe89-5029-4e3c-b9e4-42c9f8a073cd,b12391ff5b61,https://www.linkedin.com/in/adamsealey,Nike,nike,Deputy CISO,,2021,11,2022.0,12.0,13.0,54,False,2026-05-17,False,False,False,COVID,10000+,Retail,,,0,False,,Excluded_Deputy
fb79c299-706a-45d3-9e85-853b3d4cff56,836cb3d7fbef,https://www.linkedin.com/in/billbrennan,Kyndryl,kyndryl,"Deputy CISO and VP - Cybersecurity Governance, Risk and Compliance",,2022,6,,,,47,True,2026-05-17,False,False,False,Post-COVID,10000+,IT / Network,,,0,False,,Excluded_Deputy
f1b154dd-f91c-488f-9a43-0f98d0c0d3b5,2700d1835f2f,https://www.linkedin.com/in/dcafaro,Robinhood,robinhood,"CISO Brokerage, Credit, & Money and Interim Dir. Security GRC",,2026,2,,,,3,True,2026-05-17,False,False,False,Post-COVID,1001-5000,FinTech,,,0,True,,Excluded_Interim
c8cb52fe-38ad-457c-9486-37a2bda77ea4,e6e3c2770628,https://www.linkedin.com/in/sudhanshukairab,Comcast,comcast,Senior Vice President - Cybersecurity Governance Risk & Compliance,,2023,3,,,,38,True,2026-05-17,False,False,False,Post-COVID,10000+,Sports / Entertainment,,,0,False,,VP_below_CISO_at_same_company
69dd6f15-b245-4b0e-ad92-83dfa3367c65,e6e3c2770628,https://www.linkedin.com/in/sudhanshukairab,Comcast,comcast,"Vice President Cybersecurity Governance, Risk, & Compliance at Comcast Cable",,2017,9,2023.0,3.0,66.0,104,False,2026-05-17,False,False,False,Pre-COVID,10000+,Sports / Entertainment,,,0,False,,VP_below_CISO_at_same_company
daa05057-72bc-48f9-8d66-8c50b26a58da,3c190a9a414e,https://www.linkedin.com/in/kirstendavies,Hewlett-Packard,hewlett-packard,VP and Deputy CISO; VP of Enterprise Security Strategy & Transformation Solution,,2015,5,2016.0,11.0,18.0,132,False,2026-05-17,False,False,False,Pre-COVID,10000+,Consumer Packaged Goods,,,0,False,,Excluded_Deputy
88d3a08d-e3ab-4513-854b-5844878f56ad,3c190a9a414e,https://www.linkedin.com/in/kirstendavies,Siemens,siemens,Global Deputy CISO,,2014,2,2015.0,5.0,15.0,147,False,2026-05-17,False,False,False,Pre-COVID,10000+,Consumer Packaged Goods,,,0,False,,Excluded_Deputy
8b8725a8-4db4-4096-b87a-c4553efe1489,98f101e5c02c,https://www.linkedin.com/in/sara-hall-she-her-4572071,MassMutual,massmutual,Deputy CISO and Head of Security Operations and Engineering,,2020,11,2022.0,9.0,22.0,66,False,2026-05-17,False,False,False,COVID,1001-5000,HealthTech,,,0,False,,Excluded_Deputy
6dfda143-d0d6-4901-900c-52584c410277,07f555fbc2cb,https://www.linkedin.com/in/fernandomedrano,Fastly,fastly,Deputy CISO,,2023,8,,,,33,True,2026-05-17,False,False,False,Post-COVID,501-1000,Cloud Security,,,0,True,,Excluded_Deputy
b0711ad3-a184-4a65-8bd8-72f7e6ce7a1b,8d1a2145981d,https://www.linkedin.com/in/rebeccaharness,Saint Louis University,saint louis university,Chief Information Security Officer (Interim),,2019,6,2020.0,1.0,7.0,83,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Enterprise SaaS,,,0,False,,Excluded_Interim
f6455dd6-3db7-4f69-80f0-0efc5ed49ab4,537d2b066576,https://www.linkedin.com/in/claudiag3biz,Rite Aid,rite aid,VP Application Development & acting CIO,,1998,6,2000.0,6.0,24.0,335,False,2026-05-17,True,True,False,Pre-COVID,1001-5000,Insurance,,,0,False,,Excluded_Interim
d16b981a-cf4d-46cd-b297-bbf413fbf949,537d2b066576,https://www.linkedin.com/in/claudiag3biz,American Stores,american stores,CIO - Lucky Stores Division,,1987,6,1992.0,6.0,60.0,467,False,2026-05-17,True,True,False,Pre-COVID,1001-5000,Insurance,,,0,False,,Excluded_Other
1d84711b-999a-4494-9023-1d7c992bff80,205389de36e6,https://www.linkedin.com/in/kimgreensf,"Manet Community Health Center, Inc.",manet community health center,CIO,,2001,6,2005.0,6.0,48.0,299,False,2026-05-17,True,True,False,Pre-COVID,51-100,Healthcare,,,0,False,,Excluded_Other
89db0f33-d87c-42ee-b24f-00445442a469,ae1dd5b1d256,https://www.linkedin.com/in/laurendana,The Estée Lauder Companies Inc.,the estée lauder companies,"Executive Director, Interim Chief Information Security Officer (CISO)",,2018,1,2018.0,12.0,11.0,100,False,2026-05-17,False,False,False,Pre-COVID,10000+,Energy,,,0,False,,Excluded_Interim
bb876685-ad74-4dad-bded-e48b9831faab,9898afcc04e1,https://www.linkedin.com/in/elizabeth-joyce-47b0581,Hewlett Packard Enterprise,hewlett packard enterprise,VP and Deputy CISO,,2015,11,2016.0,8.0,9.0,126,False,2026-05-17,False,False,False,Pre-COVID,11-50,Finance / Financial Services,,,0,False,,Excluded_Deputy
73a4bf1d-99d6-4dd0-8e0a-6096c6f4bae6,9898afcc04e1,https://www.linkedin.com/in/elizabeth-joyce-47b0581,Hewlett Packard Enterprise,hewlett packard enterprise,VP Global Business Security,,2014,7,2015.0,10.0,15.0,142,False,2026-05-17,False,False,False,Pre-COVID,11-50,Finance / Financial Services,,,0,False,,VP_below_CISO_at_same_company
93f56946-8fe8-401a-b6d0-426e0d161915,4b8295d719e3,https://www.linkedin.com/in/ronjgreen,FIS,fis,Senior Vice President and Deputy CISO - US Operations,,2012,12,2014.0,1.0,13.0,161,False,2026-05-17,False,False,False,Pre-COVID,5001-10000,Finance / Financial Services,,,0,False,,Excluded_Deputy
a84eda4c-e414-4c7d-916a-9ee48c45118b,e41c12bf84cd,https://www.linkedin.com/in/nicole-darden-ford,Venable LLP,venable llp,Director of Information Security and Acting Chief Information Security Officer,,2015,6,2016.0,6.0,12.0,131,False,2026-05-17,True,True,False,Pre-COVID,10000+,Industrial / Manufacturing,,,0,False,,Excluded_Interim
ce3a285c-00ae-41e2-b68c-d7370a7ae6fc,e32a3639c626,https://www.linkedin.com/in/kwamefields,Cardinal Health,cardinal health,"Interim Director, Risk Strategy and Planning",,2008,1,2008.0,6.0,5.0,220,False,2026-05-17,False,False,False,Pre-COVID,251-500,Finance / Financial Services,,,0,False,,Excluded_Interim
f3368357-104e-4644-aeae-371bceccbf62,946e1ee6d945,https://www.linkedin.com/in/ilaiy,Visa,visa,"Vice President, Head of Cyber Security Engineering at Visa",,2012,5,2024.0,4.0,143.0,168,False,2026-05-17,False,False,False,Pre-COVID,5001-10000,Finance / Financial Services,,,0,False,,VP_below_CISO_at_same_company
d7d28e75-955f-490f-9069-19f2638604ca,62a5650d7f88,https://www.linkedin.com/in/fjserna,Next Generation Security S.L.,next generation security s.l,Co-founder and CTO,,2002,1,2007.0,7.0,66.0,292,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Enterprise SaaS,,,0,False,,Excluded_Other
5f880712-e667-4134-8839-2ff86e3f92ac,d1fca815bfc2,https://www.linkedin.com/in/julien-s-0945019,NVIDIA,nvidia,"Deputy CISO, Vice President",,2025,11,,,,6,True,2026-05-17,False,False,False,Post-COVID,10000+,Semiconductor,,,0,True,,Excluded_Deputy
4ed8faa4-fbaf-44ab-a486-ebe2d533cbd5,d1fca815bfc2,https://www.linkedin.com/in/julien-s-0945019,Box,box,"Vice President, Security Architecture and Engineering",,2019,5,2021.0,6.0,25.0,84,False,2026-05-17,False,False,False,Pre-COVID,10000+,Semiconductor,,,0,False,,VP_below_CISO_at_same_company
1eaed84f-0db2-473d-90f6-b2ab9bc5a014,c2a6b0c160fd,https://www.linkedin.com/in/jaferguson2,DocuSign,docusign,Deputy CISO,,2021,4,2022.0,3.0,11.0,61,False,2026-05-17,False,False,False,COVID,10000+,Shipping / Transportation,,,0,False,,Excluded_Deputy
1e0e14ef-2c86-4cb6-b1b8-5e9628d1b4c3,f34a47eb7c16,https://www.linkedin.com/in/jennifer-a-ramsey-177799,Activision Blizzard,activision blizzard,"Vice President – Global IT Strategy, PMO and Security ",,2009,10,2012.0,2.0,28.0,199,False,2026-05-17,False,False,False,Pre-COVID,10000+,Consumer,,,0,False,,VP_below_CISO_at_same_company
7456eb4e-d95f-4336-84cb-695fdaaf5cba,aecdbdb9cabe,https://www.linkedin.com/in/deneendefiore,GE Aviation,ge aviation,"SVP,  Global Chief Information & Product Security Officer  ",,2017,2,2019.0,12.0,34.0,111,False,2026-05-17,False,False,False,Pre-COVID,10000+,Shipping / Transportation,,,0,False,,VP_below_CISO_at_same_company
26789acf-4db5-4fde-a1f4-210490f9ba0e,aecdbdb9cabe,https://www.linkedin.com/in/deneendefiore,GE Energy,ge energy,"CIO, Energy Services - Industrial Services & Motors",,2008,11,2010.0,12.0,25.0,210,False,2026-05-17,False,False,False,Pre-COVID,10000+,Shipping / Transportation,,,0,False,,Excluded_Other
9e05ce63-bed3-4653-9902-a80f17959736,1b7bcc34a34a,https://www.linkedin.com/in/mi5woodson,"Onyx Spectrum Technology, Inc",onyx spectrum,"Vice President, Risk & Security Compliance Services",,2008,6,2010.0,6.0,24.0,215,False,2026-05-17,True,True,False,Pre-COVID,5001-10000,Restaurant / Hospitality,,,0,False,,VP_below_CISO_at_same_company
0380306c-8ef4-4bc4-85d7-d74796b9a7bc,cde3551d5f3d,https://www.linkedin.com/in/susan-viveiros-cciso-cism-cisa-gsec-ccsa-6a686a6,BankNewport,banknewport,"VP, Information Security Officer",,2017,10,2021.0,3.0,41.0,103,False,2026-05-17,False,False,False,Pre-COVID,251-500,Finance / Financial Services,,,0,False,,VP_below_CISO_at_same_company
1c364909-f491-4370-82bd-7a2f092d41fd,899bd572ed03,https://www.linkedin.com/in/sheilamgoodwin,Kronos Incorporated,kronos incorporated,Vice President Information Security Strategy & Development,,2019,8,2020.0,8.0,12.0,81,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Enterprise SaaS,,,0,False,,VP_below_CISO_at_same_company
ef9ef090-8e43-41ce-9721-a972337e9c88,0a485723d7df,https://www.linkedin.com/in/juan-p-morales,Anywhere Real Estate Inc.,anywhere real estate,"Deputy CISO, Global Information Security",,2020,3,2020.0,10.0,7.0,74,False,2026-05-17,False,False,False,COVID,10000+,FinTech,,,0,False,,Excluded_Deputy
25f0ab94-f71a-4308-aeb0-9102bed65fc5,672142857b26,https://www.linkedin.com/in/jmyerholtz,First Solar,first solar,Global Manager - Office of the CIO,,2013,5,2016.0,3.0,34.0,156,False,2026-05-17,False,False,False,Pre-COVID,10000+,Industrial / Manufacturing,,,0,False,,Excluded_Other
5cf1a732-d4b5-41f4-b639-1eef2b9df543,ddf0bc6d8725,https://www.linkedin.com/in/katiec1,Liberty Mutual Insurance,liberty mutual insurance,"VP, Sr. Director, Cloud & Security Enablement",,2017,6,2018.0,6.0,12.0,107,False,2026-05-17,False,False,False,Pre-COVID,10000+,Finance / Financial Services,,,0,False,,VP_below_CISO_at_same_company
86af0234-63d7-4fe1-a0cc-0cf5e1908bd6,12ec241d5d3f,https://www.linkedin.com/in/aghughes,Capital One,capital one,"Vice President, Information Security and Deputy CISO",,2017,6,2020.0,11.0,41.0,107,False,2026-05-17,False,False,False,Pre-COVID,10000+,Retail,,,0,False,,Excluded_Deputy
3bddc664-c427-418a-b3b1-c16296e03038,e2d0c8bb3d28,https://www.linkedin.com/in/melissasbishop,Uber,uber,"Deputy CISO, Head of Security Assurance",,2018,1,2021.0,10.0,45.0,100,False,2026-05-17,False,False,False,Pre-COVID,10000+,Consumer,,,0,False,,Excluded_Deputy
9413e729-a53f-4660-9961-f6caa3b2bf10,e2d0c8bb3d28,https://www.linkedin.com/in/melissasbishop,Uber,uber,Interim CISO,,2020,7,2021.0,2.0,7.0,70,False,2026-05-17,False,False,False,COVID,10000+,Consumer,,,0,False,,Excluded_Interim
