episode_id,profile_id,profile_url,company_name,company_name_clean,title_raw,title_normalized,start_year,start_month,end_year,end_month,duration_months,duration_months_to_scrape_date,is_censored,scrape_date,imputed_start_month,imputed_end_month,imputed_duration,episode_start_era,company_size_tier,industry_sector,industry_normalized,profile_region,contributor_episode_count,size_tier_usable,qa_flags
3532253f-7541-499f-9cf2-e6f113afcdb7,6f196b760e44,https://www.linkedin.com/in/pete-kim-95b2982,RTX,rtx,CISO at Raytheon Missiles & Defense,CISO,2020,4,2023.0,6.0,38.0,73,False,2026-05-17,False,False,False,COVID,10000+,Cloud Security,,,3,False,
951307af-3a6a-456e-8e4b-ef255ff9585a,6f196b760e44,https://www.linkedin.com/in/pete-kim-95b2982,Raytheon,raytheon,"CISO and Director, IT Security | Governance, Risk and Compliance at  Raytheon Missile Systems",CISO,2018,6,2020.0,4.0,22.0,95,False,2026-05-17,False,False,False,Pre-COVID,10000+,Cloud Security,,,3,False,
939875e9-aa8c-48da-9ef9-dd9ba1d823e3,6f196b760e44,https://www.linkedin.com/in/pete-kim-95b2982,United States Air Force,united states air force,Chief Information Security Officer (CISO),CISO,2016,9,2018.0,6.0,21.0,116,False,2026-05-17,False,False,False,Pre-COVID,10000+,Cloud Security,,,3,False,
7d79b7c2-435e-4780-b8fb-580aac34cd75,dee1295b1f5c,https://www.linkedin.com/in/michaelmakstman,City and County of San Francisco,city and county of san francisco,City Chief Information Security Officer,CISO,2018,1,2023.0,12.0,71.0,100,False,2026-05-17,False,False,False,Pre-COVID,10000+,F/S/L Government,,,1,False,
6a3b58c1-2557-465a-8e4c-13c81ed516c3,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Ravenhill Group,ravenhill,vCISO,CISO,2023,11,,,,30,True,2026-05-17,False,False,False,Post-COVID,251-500,Consumer,,,7,True,OVERLAPPING_EPISODES
3c7e2d5b-f89b-4148-b5fd-0434efd4b923,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Ravenhill Group Southern California,ravenhill group southern california,vCISO,CISO,2023,11,,,,30,True,2026-05-17,False,False,False,Post-COVID,251-500,Consumer,,,7,True,OVERLAPPING_EPISODES
851428a1-6ed1-4aa1-b5d4-97ecde2fed2d,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Red Canary,red canary,CISO Advisory Board Member,CISO,2022,5,2023.0,10.0,17.0,48,False,2026-05-17,False,False,False,Post-COVID,251-500,Consumer,,,7,False,OVERLAPPING_EPISODES
c2573a1b-74c9-4111-b3d1-420e4cdfb965,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Hyundai AutoEver America,hyundai autoever america,Chief Information Security Officer,CISO,2021,11,2023.0,10.0,23.0,54,False,2026-05-17,False,False,False,COVID,251-500,Consumer,,,7,False,OVERLAPPING_EPISODES
0b0414b7-4ad6-4902-bb3d-b49fe6fff29a,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Hyundai Motor Group North America / Hyundai Autoever America,hyundai motor group north america / hyundai autoever america,Chief Information Security Officer,CISO,2021,11,2023.0,10.0,23.0,54,False,2026-05-17,False,False,False,COVID,251-500,Consumer,,,7,False,OVERLAPPING_EPISODES
d6825561-03d5-48bd-8b82-e5f5347b88ac,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Deluxe Entertainment Services Group,deluxe entertainment,SVP CISO/CSO,CISO,2015,2,2018.0,1.0,35.0,135,False,2026-05-17,False,False,False,Pre-COVID,251-500,Consumer,,,7,False,DURATION_OVER_120MO|OVERLAPPING_EPISODES
7b697982-5404-48ff-a2c1-709d6fbcc407,646d5f9d97e6,https://www.linkedin.com/in/scottgickingus,Deluxe,deluxe,Chief Security Officer,CSO,2015,2,2018.0,1.0,35.0,135,False,2026-05-17,False,False,False,Pre-COVID,251-500,Consumer,,,7,False,DURATION_OVER_120MO|OVERLAPPING_EPISODES
0df13943-05a4-4569-806d-0db69d025fcc,565b3f050448,https://www.linkedin.com/in/paulmconnelly,HCA Healthcare,hca healthcare,Chief Security Officer,CSO,2018,1,2023.0,4.0,63.0,100,False,2026-05-17,False,False,False,Pre-COVID,10000+,HealthTech,,,2,False,
017f9e4a-27dc-4d01-8c9f-0067fa70824b,565b3f050448,https://www.linkedin.com/in/paulmconnelly,HCA Healthcare,hca healthcare,Chief Information Security Officer (CISO),CISO,2002,11,2017.0,12.0,181.0,282,False,2026-05-17,False,False,False,Pre-COVID,10000+,HealthTech,,,2,False,DURATION_OVER_120MO
8892027e-1431-4dd1-adc5-429c00db82d5,685101f1a965,https://www.linkedin.com/in/jason-manar-5a92a923,Kaseya,kaseya,Chief Information Security Officer,CISO,2021,10,,,,55,True,2026-05-17,False,False,False,COVID,251-500,Cloud Security,,,1,False,
bcfbfd9f-80ef-4484-a9ee-2e3d078b638b,8ce6d41728f2,https://www.linkedin.com/in/vu-nguyen-687200b,U.S. Department of Justice,u.s. department of justice,Chief Information Security Officer,CISO,2022,9,,,,44,True,2026-05-17,False,False,False,Post-COVID,10000+,F/S/L Government,,,2,False,
fefd51b3-fbb9-4049-a2a3-dacbbf97dbff,8ce6d41728f2,https://www.linkedin.com/in/vu-nguyen-687200b,U.S. Department of Justice,u.s. department of justice,Deputy Chief Information Security Officer,CISO,2019,11,2022.0,9.0,34.0,78,False,2026-05-17,False,False,False,Pre-COVID,10000+,F/S/L Government,,,2,False,
c641f670-53a6-45ca-a7e8-52d32d4f2381,88750d89e1d4,https://www.linkedin.com/in/ralph-pyne-0b5b6b1,Apollo.io,apollo.io,CISO,CISO,2022,10,,,,43,True,2026-05-17,False,False,False,Post-COVID,,,,,2,False,OVERLAPPING_EPISODES
d509614c-1332-42f3-b449-905bef870664,88750d89e1d4,https://www.linkedin.com/in/ralph-pyne-0b5b6b1,"NextRoll, Inc. (formerly AdRoll Group)","nextroll, inc. (formerly adroll group)",VP of Security,VP_Security,2018,2,2022.0,11.0,57.0,99,False,2026-05-17,False,False,False,Pre-COVID,,,,,2,False,TITLE_AMBIGUOUS|OVERLAPPING_EPISODES
b3a5ae60-44de-4645-9eaa-72399baa2d60,6806942db1f5,https://www.linkedin.com/in/hillick,Brex,brex,CISO,CISO,2024,1,,,,28,True,2026-05-17,False,False,False,Post-COVID,501-1000,Finance / Financial Services,,,1,True,
3c6239e7-5c10-46b7-95f9-851e19c0c759,5957a7025148,https://www.linkedin.com/in/hudsonthrift,Amazon,amazon,"Chief Information Security Officer, Amazon.com",CISO,2024,4,,,,25,True,2026-05-17,False,False,False,Post-COVID,10000+,Consumer,,,1,True,
1adb1dd5-8087-4c3c-aaa9-1f08fe8524ee,034c6eaa3de1,https://www.linkedin.com/in/kbarry02,CLEAR,clear,"SVP, Chief Information Security Officer",CISO,2025,3,,,,14,True,2026-05-17,False,False,False,Post-COVID,1001-5000,Cloud Security,,,1,True,
61132ef4-3498-49c6-b4ed-dc2a8a7b963c,b4ffdcffd29c,https://www.linkedin.com/in/houstonhopkins,Abnormal AI,abnormal ai,Chief Information Security Officer,CISO,2025,6,,,,11,True,2026-05-17,False,False,False,Post-COVID,101-250,Cloud Security,,,1,True,
35ade715-d06a-4fc3-a300-a8226ca4ac36,1f945d85c93b,https://www.linkedin.com/in/james-nettesheim-7149a511,Block,block,CISO and Head of Enterprise Technology,CISO,2021,8,,,,57,True,2026-05-17,False,False,False,COVID,1001-5000,Finance / Financial Services,,,1,False,
bba480c9-ca8c-4a4f-862e-e33467e8522b,3706c5f6d8dc,https://www.linkedin.com/in/scarybeast,Databricks,databricks,"VP, Security",VP_Security,2025,9,,,,8,True,2026-05-17,False,False,False,Post-COVID,1001-5000,Enterprise SaaS,,,2,True,TITLE_AMBIGUOUS
5348d42e-ae67-41cc-be4c-df424966c6f4,3706c5f6d8dc,https://www.linkedin.com/in/scarybeast,HackerOne,hackerone,CISO and Chief Hacking Officer,CISO,2021,11,2025.0,2.0,39.0,54,False,2026-05-17,False,False,False,COVID,1001-5000,Enterprise SaaS,,,2,False,
9678aa9a-3673-4f52-9385-2bbde55f4a16,e630d2301ba7,https://www.linkedin.com/in/me4153fmkhan,Neighborly,neighborly,CISO,CISO,2018,10,2019.0,8.0,10.0,91,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Shipping / Transportation,,,1,False,
16b568c9-324e-4c99-93b0-b42552684051,86efc75244cc,https://www.linkedin.com/in/csandulow,Confluent,confluent,Chief Information Security Officer,CISO,2024,9,,,,20,True,2026-05-17,False,False,False,Post-COVID,1001-5000,Enterprise SaaS,,,1,True,
d7556641-09ce-4532-9b13-ac90e6188e5e,5786a252c9e3,https://www.linkedin.com/in/ronald-dodge-327393,Mx Technologies,mx,"VP, CISO",CISO,2023,3,,,,38,True,2026-05-17,False,False,False,Post-COVID,501-1000,FinTech,,,2,False,
a8ca3eb2-8965-4bff-acf9-98921a6db48b,5786a252c9e3,https://www.linkedin.com/in/ronald-dodge-327393,United States Military Academy,united states military academy,CIO and CISO,CISO,2012,6,2015.0,7.0,37.0,167,False,2026-05-17,True,False,False,Pre-COVID,501-1000,FinTech,,,2,False,DURATION_OVER_120MO|DURATION_IMPUTED
6ad0f604-e261-4a75-b4c0-d8aead1cf3ba,fa667cc988ea,https://www.linkedin.com/in/pawatson,Groq,groq,Chief Information Security Officer,CISO,2020,10,2025.0,4.0,54.0,67,False,2026-05-17,False,False,False,COVID,101-250,AI,,,1,False,
065fb357-7825-4a75-b669-f6ba37bb36ed,47091b3ec790,https://www.linkedin.com/in/rmissak,GuidePoint Security,guidepoint security,"Vice President, Field CISO, Cybersecurity Engineering and Advisory Leader",CISO,2021,12,,,,53,True,2026-05-17,False,False,False,COVID,101-250,Cloud Security,,,3,False,
bafffec2-1a35-4b07-98c2-3b6b9e4681c7,47091b3ec790,https://www.linkedin.com/in/rmissak,Cognizant,cognizant,"Associate Vice President, CISO Accelerator Product Group and Cybersecurity M&A Diligence Head",CISO,2020,9,2021.0,12.0,15.0,68,False,2026-05-17,False,False,False,COVID,101-250,Cloud Security,,,3,False,
79b8c71c-7869-419a-99f8-1537edbde31c,47091b3ec790,https://www.linkedin.com/in/rmissak,Cognizant,cognizant,"Senior Director, CISO Accelerator Group, New Product and Cloud Security Head",CISO,2016,9,2020.0,9.0,48.0,116,False,2026-05-17,False,False,False,Pre-COVID,101-250,Cloud Security,,,3,False,
58f42e19-d218-4345-9006-dba241797c1c,6e540c04fcb1,https://www.linkedin.com/in/chrisdken,OpenTable,opentable,"SVP, Platform and Security Engineering, CISO",CISO,2024,7,,,,22,True,2026-05-17,False,False,False,Post-COVID,501-1000,Healthcare,,,5,True,OVERLAPPING_EPISODES
e5fe1f38-c891-42a7-810c-2c344a207ab4,6e540c04fcb1,https://www.linkedin.com/in/chrisdken,"Evanta, a Gartner Company","evanta, a gartner","Governing Body Member, Bay Area CISO C-level Community",CISO,2026,1,,,,4,True,2026-05-17,False,False,False,Post-COVID,501-1000,Healthcare,,,5,True,OVERLAPPING_EPISODES
117ec2a0-0015-4f2c-b8de-9f8ada623e64,6e540c04fcb1,https://www.linkedin.com/in/chrisdken,Turvo Inc.,turvo,"SVP, Technology and Eng Ops | Security | Infra | SRE/DevOps | CI/CD | IT | Release & Tools Eng",VP_Security,2020,11,2023.0,11.0,36.0,66,False,2026-05-17,False,False,False,COVID,501-1000,Healthcare,,,5,False,TITLE_AMBIGUOUS|OVERLAPPING_EPISODES
df3cb60a-f6d6-4e30-8c82-f24bb7d970f3,6e540c04fcb1,https://www.linkedin.com/in/chrisdken,Collective Health,collective health,"Vice President, Cloud Engineering | Security | SRE/DevOps | IT | Infra | Cloud Delivery",VP_Security,2018,4,2020.0,12.0,32.0,97,False,2026-05-17,False,False,False,Pre-COVID,501-1000,Healthcare,,,5,False,TITLE_AMBIGUOUS|OVERLAPPING_EPISODES
9d06bb09-0637-415e-adca-1d764b792cd9,6e540c04fcb1,https://www.linkedin.com/in/chrisdken,SAP SuccessFactors,sap successfactors,"CISO & VP, InfoSec / Service Delivery Ops | Global DC Ops | Prod / Info Sec | Red/Blue Ops",CISO,2016,9,2018.0,4.0,19.0,116,False,2026-05-17,False,False,False,Pre-COVID,501-1000,Healthcare,,,5,False,
3309f826-ef83-481b-9baa-ae832e8cc79f,173268e770dd,https://www.linkedin.com/in/andrc,Appian Corporation,appian corporation,Chief Information Security Officer,CISO,2021,5,,,,60,True,2026-05-17,False,False,False,COVID,501-1000,Enterprise SaaS,,,1,False,
99a1e02e-5a50-46d6-9711-76a65c4f838f,5ee783cda764,https://www.linkedin.com/in/mausstearns,Chainlink Labs,chainlink labs,Chief Information Security Officer,CISO,2021,3,,,,62,True,2026-05-17,False,False,False,COVID,101-250,Enterprise SaaS,,,1,False,
354ec6f9-1eac-4bbb-b4f3-61890b307bf3,987a34a53c12,https://www.linkedin.com/in/dan-petty-3a30565,Altruist,altruist,Chief Information Security Officer,CISO,2025,9,,,,8,True,2026-05-17,False,False,False,Post-COVID,5001-10000,Enterprise Software,,,1,True,
bc1b7199-4547-42dd-b761-f3b0317bc23c,b69ff2a0b6b8,https://www.linkedin.com/in/seaneherron,Samsara,samsara,Chief Information Security Officer,CISO,2026,2,,,,3,True,2026-05-17,False,False,False,Post-COVID,1001-5000,Enterprise SaaS,,,1,True,
8ba63533-e342-40cd-ba51-9ce70199e9ff,2c9b990b3e51,https://www.linkedin.com/in/jacobdepriest,1Password,1password,CISO / CIO,CISO,2025,8,,,,9,True,2026-05-17,False,False,False,Post-COVID,501-1000,Data / Analytics,,,3,True,
f38a0701-20de-4f58-a8c4-23b8743056b1,2c9b990b3e51,https://www.linkedin.com/in/jacobdepriest,1Password,1password,"VP Security, CISO",CISO,2024,8,2025.0,8.0,12.0,21,False,2026-05-17,False,False,False,Post-COVID,501-1000,Data / Analytics,,,3,True,OVERLAPPING_EPISODES
14ad4d6d-0a44-448a-aed3-4de1b5554325,2c9b990b3e51,https://www.linkedin.com/in/jacobdepriest,GitHub,github,"VP, Deputy Chief Security Officer",CSO,2022,9,2024.0,9.0,24.0,44,False,2026-05-17,False,False,False,Post-COVID,501-1000,Data / Analytics,,,3,False,OVERLAPPING_EPISODES
a93002d8-d85d-4699-97d0-e8ad5f861918,e8a83962b5f4,https://www.linkedin.com/in/jeremy-h,Remitly,remitly,Principal Engineer for the CISO,CISO,2021,6,2024.0,12.0,42.0,59,False,2026-05-17,False,False,False,COVID,501-1000,FinTech,,,1,False,
132eb7a2-1209-4494-9921-94937a7b0232,0092436d7ac0,https://www.linkedin.com/in/go4it,Avocado Systems,avocado systems,Field CISO - Lead for Financial Services and Product Security Engineering,CISO,2024,11,,,,18,True,2026-05-17,False,False,False,Post-COVID,51-100,Finance / Financial Services,,,4,True,
227ba49e-f8fd-4e5b-8ddd-fddc0f942e0f,0092436d7ac0,https://www.linkedin.com/in/go4it,Citi,citi,SVP Application Security Architect And Cloud Security Lead,VP_Security,2016,6,2020.0,4.0,46.0,119,False,2026-05-17,False,False,False,Pre-COVID,51-100,Finance / Financial Services,,,4,False,TITLE_AMBIGUOUS|OVERLAPPING_EPISODES
053500f7-bf34-4e0a-a12f-32146b444091,0092436d7ac0,https://www.linkedin.com/in/go4it,Citi,citi,SVP Security Architecture Risk Analysis Program Lead,VP_Security,2011,10,2020.0,3.0,101.0,175,False,2026-05-17,False,False,False,Pre-COVID,51-100,Finance / Financial Services,,,4,False,DURATION_OVER_120MO|TITLE_AMBIGUOUS|OVERLAPPING_EPISODES
8cc186cc-d32e-4454-8a38-cadf27f718e1,0092436d7ac0,https://www.linkedin.com/in/go4it,Citi,citi,VP Sr. Technology Information Security Officer,VP_Security,2007,3,2011.0,9.0,54.0,230,False,2026-05-17,False,False,False,Pre-COVID,51-100,Finance / Financial Services,,,4,False,DURATION_OVER_120MO|TITLE_AMBIGUOUS
1524a7b1-db4c-40ec-8ae9-8c9c378d0e43,7123a7599315,https://www.linkedin.com/in/michaelphanley,General Motors,general motors,"Vice President, Chief Information Security Officer",CISO,2024,12,,,,17,True,2026-05-17,False,False,False,Post-COVID,,,,,5,True,
573abee6-a994-4161-a607-47d5b0a98207,7123a7599315,https://www.linkedin.com/in/michaelphanley,GitHub,github,Chief Security Officer and SVP of Engineering,CSO,2022,6,2024.0,8.0,26.0,47,False,2026-05-17,False,False,False,Post-COVID,,,,,5,False,OVERLAPPING_EPISODES
c0496652-d662-443c-af90-85a720cfed2b,7123a7599315,https://www.linkedin.com/in/michaelphanley,GitHub,github,Chief Security Officer,CSO,2021,2,2024.0,8.0,42.0,63,False,2026-05-17,False,False,False,COVID,,,,,5,False,OVERLAPPING_EPISODES
4ee9a111-5c08-4d57-956b-fb9f5069a1ae,7123a7599315,https://www.linkedin.com/in/michaelphanley,Cisco,cisco,Chief Information Security Officer,CISO,2020,6,2021.0,2.0,8.0,71,False,2026-05-17,False,False,False,COVID,,,,,5,False,
d1590f4d-33d5-4c25-ae5b-9e8c1b82fe81,7123a7599315,https://www.linkedin.com/in/michaelphanley,Duo Security,duo security,Vice President of Security,VP_Security,2018,1,2020.0,6.0,29.0,100,False,2026-05-17,False,False,False,Pre-COVID,,,,,5,False,TITLE_AMBIGUOUS
f0988d8b-324d-41ae-98ea-181912891f8c,6a6dda0ef707,https://www.linkedin.com/in/richf,Envestnet,envestnet,Chief Information Security Officer,CISO,2026,2,,,,3,True,2026-05-17,False,False,False,Post-COVID,1001-5000,FinTech,,,4,True,OVERLAPPING_EPISODES
d1306584-70c4-46b7-a951-d2f9ab24d1dd,6a6dda0ef707,https://www.linkedin.com/in/richf,Live Oak Bank,live oak bank,Chief Information Security Officer (CISO),CISO,2021,11,,,,54,True,2026-05-17,False,False,False,COVID,1001-5000,FinTech,,,4,False,OVERLAPPING_EPISODES
57dfaed0-91f7-45aa-af28-d936c53a4ff4,6a6dda0ef707,https://www.linkedin.com/in/richf,Blackbaud,blackbaud,Vice President & Chief Information Security Officer (CISO),CISO,2018,6,2021.0,11.0,41.0,95,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,FinTech,,,4,False,
398fbeef-e1db-4406-9912-a15f0c42d713,6a6dda0ef707,https://www.linkedin.com/in/richf,Capital One,capital one,"Vice President, Information Security; Chief Information Security Officer (CISO) - Card",CISO,2015,7,2018.0,6.0,35.0,130,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,FinTech,,,4,False,DURATION_OVER_120MO
091b2710-360a-4855-afe6-6723a951a58c,39b06e0491a2,https://www.linkedin.com/in/mikevj,Rivian,rivian,CISO,CISO,2023,4,,,,37,True,2026-05-17,False,False,False,Post-COVID,1001-5000,Industrial / Manufacturing,,,3,False,
d5fc83e6-dbcf-4d26-a245-fe673ff4916a,39b06e0491a2,https://www.linkedin.com/in/mikevj,Fastly,fastly,CISO,CISO,2019,10,2023.0,4.0,42.0,79,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Industrial / Manufacturing,,,3,False,
3d0dd581-a81b-4e03-8406-b73a2bda28f9,39b06e0491a2,https://www.linkedin.com/in/mikevj,Lyft,lyft,CISO,CISO,2017,7,2019.0,2.0,19.0,106,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,Industrial / Manufacturing,,,3,False,
375f2fe5-4a02-4729-bd75-9b9b893de0b9,6417202cde7d,https://www.linkedin.com/in/tsaodavid,Notion,notion,Chief Information Security Officer (CISO),CISO,2025,11,,,,6,True,2026-05-17,False,False,False,Post-COVID,251-500,Enterprise SaaS,,,5,True,
53a26412-7e38-468f-bd21-d20df1c3f7ec,6417202cde7d,https://www.linkedin.com/in/tsaodavid,Instacart,instacart,Chief Information Security Officer (CISO) (VP Engineering),CISO,2022,11,2025.0,10.0,35.0,42,False,2026-05-17,False,False,False,Post-COVID,251-500,Enterprise SaaS,,,5,False,
225ee104-d766-4f40-bbd0-ccfb58908800,6417202cde7d,https://www.linkedin.com/in/tsaodavid,"Marqeta, Inc",marqeta,VP Security Engineering (CISO),CISO,2019,6,2022.0,11.0,41.0,83,False,2026-05-17,False,False,False,Pre-COVID,251-500,Enterprise SaaS,,,5,False,
76758f5d-fb39-4c6b-8cc0-9a5490f87187,6417202cde7d,https://www.linkedin.com/in/tsaodavid,BYTON,byton,Head of InfoSec (CISO),CISO,2018,10,2019.0,5.0,7.0,91,False,2026-05-17,False,False,False,Pre-COVID,251-500,Enterprise SaaS,,,5,False,
96e95861-1a24-4283-8f3b-121c9cd1d607,6417202cde7d,https://www.linkedin.com/in/tsaodavid,Veeva Systems,veeva systems,Global Information Security Officer (CISO),CISO,2013,2,2018.0,9.0,67.0,159,False,2026-05-17,False,False,False,Pre-COVID,251-500,Enterprise SaaS,,,5,False,DURATION_OVER_120MO
c3b53fd3-841b-4604-beda-a496fe98b576,6427afe44dfe,https://www.linkedin.com/in/shgordon,One Medical,one medical,Chief Information Security Officer,CISO,2021,3,2024.0,5.0,38.0,62,False,2026-05-17,False,False,False,COVID,1001-5000,HealthTech,,,2,False,
bd7d473a-a0b2-466f-abe6-05283db58c20,6427afe44dfe,https://www.linkedin.com/in/shgordon,"New Relic, Inc.",new relic,Chief Information Security Officer,CISO,2012,7,2021.0,3.0,104.0,166,False,2026-05-17,False,False,False,Pre-COVID,1001-5000,HealthTech,,,2,False,DURATION_OVER_120MO
a6ada0d4-b894-49a2-92dc-914a921c82f8,1f8eb621d1e2,https://www.linkedin.com/in/yogeshbadwe,Druva,druva,Chief Security Officer,CSO,2021,11,,,,54,True,2026-05-17,False,False,False,COVID,501-1000,Enterprise SaaS,,,1,False,
9e2d184c-bd5a-4a29-9575-f07bd1f8d78a,4e9daa87d79f,https://www.linkedin.com/in/chriscastaldo,Flock Safety,flock safety,Chief Information Security Officer,CISO,2025,12,,,,5,True,2026-05-17,False,False,False,Post-COVID,51-100,Cloud Security,,,4,True,
52141c60-a653-4368-9a98-9578091382af,4e9daa87d79f,https://www.linkedin.com/in/chriscastaldo,Crossbeam,crossbeam,Chief Information Security Officer,CISO,2021,6,2025.0,6.0,48.0,59,False,2026-05-17,True,True,False,COVID,51-100,Cloud Security,,,4,False,DURATION_IMPUTED
2abcf0b8-37f6-4353-8979-946091bdf6bf,4e9daa87d79f,https://www.linkedin.com/in/chriscastaldo,Dataminr,dataminr,Chief Information Security Officer,CISO,2019,6,2021.0,6.0,24.0,83,False,2026-05-17,True,True,False,Pre-COVID,51-100,Cloud Security,,,4,False,DURATION_IMPUTED
7a37d258-3ed5-47b7-893c-17123c0d3f4f,4e9daa87d79f,https://www.linkedin.com/in/chriscastaldo,2U,2u,Chief Information Security Officer,CISO,2017,6,2019.0,6.0,24.0,107,False,2026-05-17,True,True,False,Pre-COVID,51-100,Cloud Security,,,4,False,DURATION_IMPUTED
194b09c5-306c-44a0-88aa-12e0d30a3be4,f97f948dfd42,https://www.linkedin.com/in/patrickalbert,Truework,truework,"Vice President, Security and Trust",VP_Security,2022,2,,,,51,True,2026-05-17,False,False,False,Post-COVID,51-100,Enterprise SaaS,,,1,False,TITLE_AMBIGUOUS
7ce0b374-57dd-4434-9954-cb630f7e4165,b353636df73a,https://www.linkedin.com/in/clintmaples,Robert Half,robert half,"Senior Vice President, Chief Information Security Officer",CISO,2026,1,,,,4,True,2026-05-17,False,False,False,Post-COVID,,,,,4,True,OVERLAPPING_EPISODES
e24d0e2e-2d59-42d9-ad6e-13fae521492b,b353636df73a,https://www.linkedin.com/in/clintmaples,Robert Half,robert half,"Vice President, Chief Information Security Officer",CISO,2020,5,,,,72,True,2026-05-17,False,False,False,COVID,,,,,4,False,OVERLAPPING_EPISODES
59a27261-d87a-4655-83a7-a68f9a903246,b353636df73a,https://www.linkedin.com/in/clintmaples,SigFig,sigfig,Chief Information Security Officer,CISO,2018,10,2020.0,1.0,15.0,91,False,2026-05-17,False,False,False,Pre-COVID,,,,,4,False,
de5a9826-97f6-4208-840c-e45005ebdda5,b353636df73a,https://www.linkedin.com/in/clintmaples,LendUS,lendus,Chief Information Security Officer,CISO,2016,2,2018.0,10.0,32.0,123,False,2026-05-17,False,False,False,Pre-COVID,,,,,4,False,DURATION_OVER_120MO
